42657,79251,repulsive,1522875637
42657,83798,lesbian,1522872153
42657,83798,pedophilia,1522694995
42657,83798,women,1522694982
42657,86190,badass,1522871918
42657,86190,female protag,1522871890
42657,86190,lesbian,1522871893
42657,88140,superhero,1535309599
42657,88810,female protag,1522874885
42657,88810,women,1522874886
42657,89745,superhero,1535309666
42657,89761,basically porn,1522873644
42657,89761,sexualized violence,1522692306
42657,90531,basically porn,1522877228
42657,91505,female protag,1522872706
42657,91505,incest,1522872710
42657,91505,pedophilia,1522872708
42657,91658,female protag,1522872915
42657,91658,misandry,1522872909
42657,91658,rape,1522872897
42657,92008,female protag,1522691449
42657,94959,children,1522694035
42657,94959,hipster,1522694027
42657,96563,documentary,1535309167
42657,96829,pedophilia,1522694797
42657,96829,sexual predator,1522872585
42657,97395,documentary,1535309208
42657,102125,superhero,1535309741
42657,102856,pedophilia,1522874603
42657,102856,sexual predator,1522874609
42657,102856,true crime,1522690956
42657,104841,female protag,1522691385
42657,105213,graphic sex,1535308324
42657,105355,basically porn,1522873826
42657,105355,lesbian,1522693191
42657,105355,male gaze,1522693167
42657,105355,sex scene,1522693218
42657,105355,women,1522693176
42657,106766,music,1522765576
42657,110102,superhero,1535309606
42657,110828,true crime,1535309316
42657,111913,gay,1522874446
42657,112290,sexist,1522693285
42657,112421,adorable,1522873713
42657,112421,mental illness,1522872610
42657,112421,music,1522695587
42657,112421,quirky,1522695569
42657,112556,female protag,1522695862
42657,112556,misandry,1522695861
42657,112852,superhero,1535309399
42657,114627,anime,1522690990
42657,114627,bizzare,1522691017
42657,115713,creepy,1522872884
42657,115713,misandry,1522872870
42657,115770,children,1522874482
42657,116660,gay,1522876471
42657,122892,superhero,1535309693
42657,122900,superhero,1535309503
42657,122912,superhero,1535309674
42657,122916,quirky,1522874105
42657,122916,superhero,1522874100
42657,122918,superhero,1535309372
42657,122920,superhero,1535309617
42657,122922,superhero,1522693537
42657,122926,superhero,1535309473
42657,128620,female protag,1522874637
42657,132335,female protag,1522694698
42657,132335,lesbian,1522872110
42657,132335,obsession,1535310710
42657,132335,toxic friendship,1535310721
42657,132335,women,1522694702
42657,133645,lesbian,1522877473
42657,133645,women,1522691198
42657,133771,hipster,1522693826
42657,136020,sexist,1522692472
42657,139644,female protag,1522874266
42657,140174,children,1522872494
42657,140174,female protag,1522872492
42657,140174,sexual predator,1522872496
42657,141749,gay,1522693451
42657,141749,sexist,1522693456
42657,150042,female protag,1522875064
42657,150042,women,1522875065
42657,152242,gay,1522874382
42657,152242,pedophilia,1522874405
42657,152242,sexual predator,1522874391
42657,155064,lesbian,1522871501
42657,155064,pedophilia,1522871488
42657,155064,sexual predator,1522874296
42657,159307,norwegian,1522874992
42657,159307,pedophilia,1522874978
42657,159307,sexual predator,1522874983
42657,159415,gay,1522874067
42657,159415,quirky,1522874046
42657,160080,women,1522691320
42657,164179,boring,1522693092
42657,164179,female protag,1522693086
42657,168122,female protag,1522694242
42657,168122,male gaze,1522694270
42657,168122,sex scene,1522694256
42657,168122,sexist,1522694264
42657,168122,women,1522694249
42657,168252,children,1522872349
42657,168252,superhero,1522872340
42657,168328,awkward,1535307805
42657,168328,female protag,1535307808
42657,168328,graphic sex,1535307811
42657,168328,obsession,1535307799
42657,168492,gay,1522693005
42657,168492,pedophilia,1522695935
42657,169218,gay,1522695748
42657,170453,animal rights,1522876331
42657,170697,children,1522876911
42657,171253,adorable,1522873894
42657,171253,quirky,1522873891
42657,171765,animal rights,1522690622
42657,175303,children,1522873404
42657,176437,biopic,1522873853
42657,176437,music,1522873851
42657,177593,female protag,1522876939
42657,177593,sexual predator,1522876941
42657,177615,female protag,1522876871
42657,178061,female protag,1522877050
42657,178335,female protag,1522874687
42657,178335,lesbian,1522874685
42657,179295,gay,1522874709
42657,179295,true crime,1522874705
42666,1086,classic,1452209988
42666,1086,detective,1452209999
42666,1086,suspense,1452209994
42666,2201,murder,1452296715
42681,1827,documentary,1171666084
42681,8873,politics,1171667841
42681,33903,idealism,1171667714
42681,33903,politics,1171667714
42681,44191,idealism,1171667020
42681,44191,politics,1171667008
42702,296,masterpiece,1543205850
42702,296,Quentin Tarantino,1543205834
42702,2959,David Fincher,1543205701
42702,3160,great acting,1543205614
42702,3160,Paul Thomas Anderson,1543205601
42702,3160,Philip Seymour Hoffman,1543205606
42702,55276,great writing,1559907934
42702,55820,Coen Brothers,1543205513
42702,55820,Cormac McCarthy,1543205497
42702,56782,Paul Thomas Anderson,1543205546
42702,176371,cinematography,1543205728
42702,192045,Barry Jenkins,1548558501
42703,1206,psychopath,1462820546
42703,1380,cheese,1462820721
42703,5291,black and white,1462820616
42709,34435,bollywood,1291948919
42709,36086,bollywood,1294297512
42709,55098,bollywood,1291948933
42709,58111,bollywood,1303199969
42709,73881,bollywood,1291948952
42709,83264,bollywood,1294298085
42713,32587,film noir comic book,1336716604
42732,6874,Japan,1483942708
42732,6874,Kick-Butt Women,1483942728
42732,6874,nonlinear,1483942702
42732,6874,Quentin Tarantino,1483942698
42732,6874,stylized,1483942710
42732,101864,future,1483944010
42732,101864,interesting concept,1483944033
42732,101864,interface design,1483944082
42732,101864,sci-fi,1483943982
42732,159193,Characterless,1483942593
42732,159193,formulated,1483942583
42732,159193,Woody Allen,1483942611
42737,260,blockbuster,1439228650
42737,260,Original,1439228640
42740,32,future,1439918641
42740,32,post-apocalyptic,1439918620
42740,32,sci-fi,1439918625
42740,32,time travel,1439918617
42740,541,androids,1439477199
42740,541,cyberpunk,1439477179
42740,541,dystopia,1439477193
42740,541,Philip K. Dick,1439477175
42740,541,Ridley Scott,1439477185
42740,608,Coen Brothers,1439545626
42740,608,dark comedy,1439545618
42740,608,witty,1439545656
42740,924,Arthur C. Clarke,1439476976
42740,924,artificial intelligence,1439476941
42740,924,confusing ending,1439476969
42740,924,futuristic,1439476948
42740,924,masterpiece,1439476938
42740,924,space,1439476959
42740,1298,cult film,1440792700
42740,1298,great soundtrack,1440792699
42740,1298,hallucinatory,1440792695
42740,1298,social commentary,1440792691
42740,2010,dystopia,1439477229
42740,2010,Fritz Lang,1439477219
42740,2010,robot,1439477222
42740,2877,Roger Daltrey,1440792728
42740,2877,surreal,1440792739
42740,2877,The Who,1440792725
42740,3949,dark,1456703610
42740,3949,disturbing,1456703602
42740,3949,emotional,1456703598
42740,3949,visually appealing,1456703596
42740,5881,space,1439477005
42740,6832,Harrison Ford,1440879118
42740,8914,intelligent,1439918687
42740,8914,paradox,1439918697
42740,8914,Sci-Fi,1439918676
42740,8914,time travel,1439918677
42740,34048,aliens,1440795293
42740,34048,H.G. Wells,1440795301
42740,34048,sci-fi,1440795295
42740,34048,Steven Spielberg,1440795297
42740,52328,psychological,1439477067
42740,52328,space,1439477057
42740,55908,Excellent use of dialogue,1440792239
42740,55908,philosophical,1440792254
42740,55908,sci-fi,1440792228
42740,55908,thought-provoking,1440792225
42740,65642,paradox,1439918777
42740,65642,time travel,1439918774
42740,70286,aliens,1439477089
42740,70286,intelligent sci-fi,1439477105
42740,70286,satire,1439477119
42740,84152,concept,1450039127
42740,84152,thought provoking,1450039089
42740,85414,science fiction,1439918824
42740,85414,time loop,1439918821
42740,106002,aliens,1440795173
42740,106002,Orson Scott Card,1440795176
42740,106002,space,1440795185
42740,106782,Amoral,1440066947
42740,106782,Anti-Hero,1440066935
42740,106782,Wall Street,1440066940
42740,112852,sci-fi,1440792971
42740,114662,emotional struggle,1426626266
42740,114662,intense,1426626266
42740,114662,strength,1426626266
42740,122900,San Francisco,1439631349
42740,122900,sci-fi,1439631302
42740,122900,special effects,1439631360
42740,122900,superhero,1439631307
42740,135137,predictable,1439476869
42740,135288,photography,1440791904
42740,168252,dark hero,1489699012
42740,168252,patrick stewart,1489698986
42755,58156,ABA,1204503667
42755,58156,Basketball,1204503653
42755,62198,Biography,1223878595
42755,62198,christianity,1223878610
42755,62198,evangelism,1223878621
42755,62198,religion,1223878580
42755,62198,scam,1223878586
42780,49286,Jude Law,1169969831
42810,296,cool style,1433609573
42810,296,dark humor,1433609573
42810,296,violent,1433609573
42816,82150,bizarre,1448754077
42816,82150,quirky,1448754072
42818,318,inspirational,1436584348
42818,318,justice,1436584342
42818,318,prison escape,1436584334
42818,318,thought-provoking,1436584344
42818,73881,friendship,1436584438
42818,119145,british comedy,1436532954
42818,119145,spy thriller,1436532958
42821,168884,sniper,1493129059
42823,260,classic sci-fi,1439764252
42823,260,cult classic,1439764262
42823,260,force,1439764321
42823,260,good for kids,1439764243
42823,260,jedi,1439764306
42823,260,Space epic,1439764236
42823,260,"space epic,good for kids,cult classic,sci-fi",1439764189
42831,260,classic sci-fi,1436034468
42831,260,Good vs evil sci-fi,1436034456
42831,356,growing up,1436034706
42831,356,historical,1436034706
42831,356,monologue,1436034706
42837,307,"haunting, triumphant",1505669637
42873,866,erotic,1443331386
42873,866,lesbian,1443331339
42873,866,mafia,1443331437
42873,3186,60s,1446322106
42873,3186,Angelina Jolie,1446322097
42873,3186,asylum,1446322118
42873,3186,based on a true story,1446326914
42873,3186,Brittany Murphy,1446326905
42873,3186,Clea DuVall,1446326935
42873,3186,suicide,1446326926
42873,3186,true story,1446326948
42873,3186,winona ryder,1446322126
42873,4022,stranded,1443228837
42873,4022,SURVIVAL,1443228832
42873,6810,domestic violence,1443227560
42873,85510,Rape Culture,1448657909
42873,85510,reality or imagination?,1448658590
42873,85510,Special Effects,1448658597
42873,85510,Zack Snyder,1448658637
42878,32,dystopian future,1138507134
42878,150,we have a problem,1138506975
42878,296,samuel l.,1138507099
42878,551,good for all holidays,1138507077
42878,750,doomsday,1138507019
42878,858,Mafia,1138506869
42878,1136,hilarious,1138507064
42878,1196,best of star wars,1138507124
42878,1198,nazis,1138507108
42878,1200,space horror,1138506945
42878,1204,amazing,1138507049
42878,1206,doomsday,1138507004
42878,1208,Heart of Darkness,1138506957
42878,1250,Alec Guiness,1138506987
42878,1267,communists,1138507059
42878,1274,science fiction,1138507153
42878,1287,nra,1138507226
42878,1584,outer space,1138507259
42878,1653,saturn,1138507274
42878,1921,religious,1138507328
42878,2028,intense,1138507392
42878,2571,bullettime,1138507294
42878,2692,intense,1138507350
42878,2700,raunchy,1138506856
42878,2858,beautiful,1138507193
42878,2890,ice cube,1138507421
42878,3160,long,1138507279
42878,3949,depressing,1138507342
42878,4033,cuban missile crisis,1138507410
42878,4034,drug cartels,1138507432
42878,4226,mystery,1138507302
42885,7090,aesthetically pleasing,1225241901
42887,911,Bibliothek,1149772210
42887,6650,multiple roles,1149433326
42887,49822,Central Intelligence Agency,1168060020
42894,5296,horrible,1196031973
42900,8930,dogma 95,1167549132
42900,8930,existentialism,1167549132
42923,1,adventure,1330111375
42923,1,children,1330111320
42923,1,classic,1330111356
42923,1,computer animation,1330111311
42923,1,Disney,1330111309
42923,1,funny,1330111314
42923,1,Pixar,1330111306
42923,1,Tim Allen,1330111347
42923,1,Tom Hanks,1330111307
42923,25,atmospheric,1333707323
42923,25,based on a book,1333707292
42923,25,dark,1333707318
42923,25,Elisabeth Shue,1333707340
42923,25,Nicolas Cage,1333707310
42923,32,Bruce Willis,1337315682
42923,32,post-apocalyptic,1337315684
42923,32,time travel,1337315689
42923,32,twist ending,1337315687
42923,44,fight scenes,1368360980
42923,105,love story,1368362742
42923,110,action,1330111029
42923,110,Biography,1330110994
42923,110,classic,1330110998
42923,110,historical,1330110983
42923,110,medieval,1330110988
42923,110,Mel Gibson,1330110981
42923,110,Nudity (Topless),1330111007
42923,110,Oscar (Best Cinematography),1330111017
42923,110,war,1330111021
42923,111,loneliness,1368360879
42923,112,fight scenes,1368360980
42923,140,love story,1368362742
42923,150,astronauts,1330111222
42923,150,based on a book,1330111217
42923,150,biographical,1330111289
42923,150,Kevin Bacon,1330111277
42923,150,moon,1330111227
42923,150,NASA,1330111228
42923,150,slow pace,1330111244
42923,150,space program,1330111210
42923,150,Tom Hanks,1330111208
42923,150,true story,1330111209
42923,169,family,1368363053
42923,196,alien,1368362694
42923,232,relationships,1368361258
42923,260,adventure,1330110945
42923,260,Akira Kurosawa,1330110967
42923,260,classic,1330110943
42923,260,fantasy,1330110942
42923,260,George Lucas,1330110936
42923,260,Harrison Ford,1330110932
42923,260,robots,1330110956
42923,260,sci-fi,1330110929
42923,260,space,1330110930
42923,296,assassin,1330057658
42923,296,Black comedy,1330057620
42923,296,Bruce Willis,1330057631
42923,296,classic,1330057663
42923,296,dark comedy,1330057624
42923,296,multiple storylines,1330057636
42923,296,nonlinear,1330057640
42923,296,organized crime,1330057666
42923,296,Quentin Tarantino,1330057627
42923,296,quirky,1330057650
42923,296,Samuel L. Jackson,1330057628
42923,316,science fiction,1368360956
42923,318,based on a book,1330110894
42923,318,drama,1330110906
42923,318,friendship,1330110893
42923,318,inspirational,1330110885
42923,318,Morgan Freeman,1330110874
42923,318,thought-provoking,1330110871
42923,353,dark fantasy,1368362612
42923,356,based on a book,1330060239
42923,356,bittersweet,1330060235
42923,356,classic,1330060237
42923,356,comedy,1330060240
42923,356,historical,1330060247
42923,356,inspirational,1330060253
42923,356,Tom Hanks,1330060221
42923,356,vietnam war,1330060223
42923,364,africa,1330111732
42923,364,animation,1330111729
42923,364,Based on a TV show,1330111758
42923,364,classic,1330111804
42923,364,Disney,1330111791
42923,364,Oscar (Best Music - Original Song),1330111795
42923,377,Action,1330112366
42923,377,chase,1330112393
42923,377,claustrophobic,1330112409
42923,377,Dennis Hopper,1330112377
42923,377,good acting,1330112390
42923,377,Keanu Reeves,1330112369
42923,377,Sandra Bullock,1330112368
42923,377,Thriller,1330112380
42923,380,action,1330112441
42923,380,Arnold Schwarzenegger,1330112439
42923,380,comedy,1330112440
42923,380,Eliza Dushku,1330112552
42923,380,James Cameron,1330112449
42923,380,Jamie Lee Curtis,1330112473
42923,380,shallow plot,1330112533
42923,380,spies,1330112475
42923,380,Stereotyping,1330112525
42923,380,Tia Carrere,1330112497
42923,380,Tom Arnold,1330112484
42923,434,Action,1330416437
42923,434,Explosions,1330416500
42923,434,John Lithgow,1330416462
42923,434,mountain climbing,1330416447
42923,434,Sylvester Stallone,1330416410
42923,434,Thriller,1330416406
42923,455,family,1368363053
42923,457,Action,1330111092
42923,457,crime,1330111090
42923,457,Harrison Ford,1330111079
42923,457,police investigation,1330111096
42923,457,prison escape,1330111102
42923,457,thriller,1330111081
42923,457,Tommy Lee Jones,1330111077
42923,480,adventure,1330110794
42923,480,based on a book,1330110801
42923,480,dinosaurs,1330110812
42923,480,funny,1330110826
42923,480,genetics,1330110814
42923,480,Michael Crichton,1330110808
42923,480,Oscar (Best Effects - Visual Effects),1330110844
42923,480,sci-fi,1330110816
42923,480,Steven Spielberg,1330110806
42923,527,atmospheric,1330057383
42923,527,based on a true story,1330057345
42923,527,black and white,1330057367
42923,527,classic,1330057372
42923,527,good acting,1368363014
42923,527,Holocaust,1330057349
42923,527,Oscar (Best Cinematography),1330057359
42923,527,Oscar (Best Directing),1330057360
42923,527,Steven Spielberg,1330057356
42923,527,World War II,1330057354
42923,539,Good Romantic Comedies,1330413880
42923,539,love story,1368362742
42923,539,Meg Ryan,1330413845
42923,539,Romance,1330413851
42923,539,Tom Hanks,1330413849
42923,551,dark fantasy,1368362612
42923,587,Demi Moore,1330416612
42923,587,ghosts,1330416622
42923,587,love story,1368362742
42923,587,Oscar (Best Original Score),1330416648
42923,587,Patrick Swayze,1330416605
42923,587,romance,1330416518
42923,587,Thriller,1330416689
42923,587,Whoopi Goldberg,1330416521
42923,589,action,1330111391
42923,589,apocalypse,1330111393
42923,589,Arnold Schwarzenegger,1330111389
42923,589,artificial intelligence,1330111395
42923,589,robots,1330111397
42923,589,sci-fi,1330111398
42923,589,Suspense,1330111402
42923,590,based on book,1342423179
42923,590,culture clash,1342423171
42923,590,historical,1342423175
42923,590,Kevin Costner,1342423167
42923,592,action,1330111443
42923,592,atmospheric,1330111496
42923,592,based on book,1330111449
42923,592,Jack Nicholson,1330111429
42923,592,super hero,1368362639
42923,592,super-hero,1330111445
42923,592,Tim Burton,1330111435
42923,593,Anthony Hopkins,1330110759
42923,593,based on a book,1330110768
42923,593,classic,1330110779
42923,593,good acting,1368363014
42923,593,Jodie Foster,1330110762
42923,593,psychological,1330110774
42923,593,serial killer,1330110756
42923,593,suspense,1330110757
42923,597,love story,1368362742
42923,608,based on a true story,1332350266
42923,608,Coen Brothers,1332350270
42923,608,dark comedy,1332350278
42923,608,Frances McDormand,1332350304
42923,608,kidnapping,1332350287
42923,736,adventure,1333707886
42923,736,disaster,1333707936
42923,736,Helen Hunt,1333707881
42923,736,science,1333707892
42923,736,tornados,1333707898
42923,780,action,1330414005
42923,780,alien,1368362694
42923,780,alien invasion,1330413937
42923,780,aviation,1330414013
42923,780,disaster,1330414018
42923,780,ensemble cast,1330414023
42923,780,humorous,1330414047
42923,780,Jeff Goldblum,1330413956
42923,780,Oscar (Best Effects - Visual Effects),1330413965
42923,780,sci-fi,1330413939
